iter	Logloss
0	0.6831596075
1	0.6750515445
2	0.6670048693
3	0.6583914712
4	0.6513159255
5	0.644283501
6	0.6371883111
7	0.6306435275
8	0.6235978122
9	0.6166496598
10	0.6105517827
11	0.6051617451
12	0.5993897515
13	0.5943874396
14	0.5896092349
15	0.5849323078
16	0.5798234165
17	0.5755858528
18	0.5712363372
19	0.5674358821
20	0.5632185166
21	0.5595208458
22	0.5556921157
23	0.5520974926
24	0.5497216204
25	0.5462613506
26	0.5432858043
27	0.5396262509
28	0.5374980057
29	0.535748255
30	0.5328987483
31	0.5309895275
32	0.528618138
33	0.5259231024
34	0.5233090281
35	0.5213118374
36	0.5190767008
37	0.5172149595
38	0.5151825862
39	0.5128880431
40	0.5110794662
41	0.509047951
42	0.5068105991
43	0.504973144
44	0.5036316154
45	0.502408021
46	0.5015037577
47	0.4998506576
48	0.4983938951
49	0.4970596396
50	0.4953803793
51	0.4941809886
52	0.4928483689
53	0.4915497113
54	0.4904137977
55	0.4890727807
56	0.4881349986
57	0.4870127329
58	0.4857399727
59	0.4845493203
60	0.4831569955
61	0.4818266213
62	0.4810178558
63	0.4800572024
64	0.4790629901
65	0.4783776938
66	0.4776825365
67	0.4768960553
68	0.4761396653
69	0.4752889708
70	0.4747037495
71	0.4738651546
72	0.4731648179
73	0.4729084726
74	0.4721236802
75	0.4713288108
76	0.4706401119
77	0.4698776186
78	0.4692298495
79	0.4684884513
80	0.468019386
81	0.467349822
82	0.4667106407
83	0.4660546516
84	0.4652568985
85	0.4647820579
86	0.4642329941
87	0.4636448783
88	0.4629964638
89	0.4622079238
90	0.4617093127
91	0.4611722576
92	0.4604587535
93	0.4598442933
94	0.4592585711
95	0.4584407366
96	0.4579086427
97	0.4572072433
98	0.4567527129
99	0.456297023
100	0.4558636508
101	0.4554893482
102	0.4547729036
103	0.4542307598
104	0.4538539946
105	0.4533212198
106	0.4530160666
107	0.4526713973
108	0.4522312198
109	0.4518291862
110	0.4515695825
111	0.4511300584
112	0.4507634778
113	0.4502368127
114	0.4497139898
115	0.4492934805
116	0.4488607664
117	0.4484469334
118	0.4481144469
119	0.4479586671
120	0.4475099287
121	0.4470189618
122	0.4465645276
123	0.4461611356
124	0.4456809825
125	0.4452706936
126	0.444824227
127	0.4445798596
128	0.4442496277
129	0.444058828
130	0.4435914457
131	0.4431469558
132	0.4428678458
133	0.4425684099
134	0.4422258761
135	0.4417988164
136	0.4413600273
137	0.440844624
138	0.4405953691
139	0.4401973335
140	0.4400194489
141	0.439696913
142	0.4394286735
143	0.439062871
144	0.4388560866
145	0.4385143385
146	0.4381886038
147	0.4378240865
148	0.4375590396
149	0.4372117678
150	0.4369816679
151	0.4367463145
152	0.436528416
153	0.4363405854
154	0.4359242214
155	0.4355622669
156	0.4353197055
157	0.4350409366
158	0.4347855726
159	0.4344520297
160	0.4341534977
161	0.4338691027
162	0.4334984867
163	0.4331345997
164	0.4330534381
165	0.432862578
166	0.4324287001
167	0.4322115614
168	0.4319718833
169	0.4316791754
170	0.4314625338
171	0.4311108578
172	0.4307990422
173	0.4305324381
174	0.4304013687
175	0.4301954359
176	0.429896722
177	0.4296082592
178	0.4293679171
179	0.4291046891
180	0.4288741465
181	0.4286543032
182	0.4284618598
183	0.4281387238
184	0.4277367412
185	0.4274993561
186	0.4272146632
187	0.4269778495
188	0.4268185439
189	0.4266599147
190	0.4264683215
191	0.4262603323
192	0.4260984448
193	0.4259138503
194	0.4257272205
195	0.4255372109
196	0.4253646586
197	0.4251529657
198	0.4249276184
199	0.4244884187
200	0.4243197829
201	0.4241006623
202	0.4239389902
203	0.42377048
204	0.4236532964
205	0.4235130023
206	0.4232992124
207	0.4230780086
208	0.4229339262
209	0.4226577825
210	0.4223699219
211	0.4221908952
212	0.4220168213
213	0.4218141249
214	0.421580357
215	0.421444104
216	0.4213343819
217	0.4211799528
218	0.4208978415
219	0.4205969049
220	0.4204428169
221	0.4203170148
222	0.4199945505
223	0.4198797744
224	0.4197417218
225	0.4195442503
226	0.4193831057
227	0.419213465
228	0.4191386302
229	0.418962803
230	0.4188079944
231	0.4185726545
232	0.4184847691
233	0.4183468774
234	0.4182089875
235	0.4180118652
236	0.417846642
237	0.4175948715
238	0.4174100015
239	0.4172150236
240	0.4169977162
241	0.4168340927
242	0.4166837099
243	0.4165301781
244	0.4162183261
245	0.4160166633
246	0.4157249448
247	0.4155033809
248	0.415389268
249	0.4151390043
250	0.4150422009
251	0.4149022997
252	0.4147481425
253	0.4144560347
254	0.414319729
255	0.4140526484
256	0.4139404847
257	0.4137733844
258	0.4136163615
259	0.413498083
260	0.4133412896
261	0.4131791715
262	0.4129967061
263	0.4129023265
264	0.4128824988
265	0.4127713668
266	0.4125567916
267	0.4123388085
268	0.4121247847
269	0.4119930724
270	0.4118415839
271	0.4117072619
272	0.4115516938
273	0.4113493119
274	0.4112003397
275	0.4109738822
276	0.4107593622
277	0.4106618171
278	0.4106235634
279	0.41040161
280	0.4102457603
281	0.410111036
282	0.4099298272
283	0.4097325139
284	0.4096336948
285	0.4093852588
286	0.4092607607
287	0.4091056439
288	0.4088544254
289	0.4086728744
290	0.4086279164
291	0.4084583777
292	0.4083739888
293	0.4081136469
294	0.4077529743
295	0.407620533
296	0.4075145879
297	0.4073010766
298	0.4071558717
299	0.406832886
300	0.4067313983
301	0.4064249213
302	0.4063030956
303	0.4061661575
304	0.4059673071
305	0.4059276613
306	0.4057226039
307	0.405589444
308	0.405356485
309	0.4052750287
310	0.4051348843
311	0.4049526668
312	0.4049428405
313	0.4048205723
314	0.4046220984
315	0.4044585008
316	0.404284603
317	0.4040743432
318	0.4039112856
319	0.4037863912
320	0.4035811605
321	0.4033303659
322	0.4032111616
323	0.4030216267
324	0.4028474493
325	0.40274739
326	0.4026061399
327	0.4023827687
328	0.4021772346
329	0.4020023586
330	0.4018201431
331	0.4016541994
332	0.4015539828
333	0.4013121191
334	0.4010578335
335	0.4009219779
336	0.4007219869
337	0.4005382728
338	0.400367028
339	0.4000504838
340	0.3998613973
341	0.3996471624
342	0.399542856
343	0.3994034401
344	0.3992147372
345	0.3990067657
346	0.3988729021
347	0.3986412915
348	0.3983865523
349	0.3982172132
350	0.3981125166
351	0.3978792483
352	0.3978115479
353	0.3976592653
354	0.3974962144
355	0.3973073247
356	0.3970493681
357	0.3969198729
358	0.3967896969
359	0.3965552579
360	0.3964039463
361	0.396296124
362	0.3961403938
363	0.3959061536
364	0.3957903773
365	0.3956161288
366	0.3953803209
367	0.3952603163
368	0.395155963
369	0.3949301732
370	0.3947354594
371	0.3946167369
372	0.3945024069
373	0.3943094153
374	0.3941608821
375	0.3940043854
376	0.3938654331
377	0.3937597878
378	0.3936200966
379	0.393374868
380	0.3932328566
381	0.3931125616
382	0.3928772376
383	0.3927894719
384	0.392472974
385	0.3922570816
386	0.391969526
387	0.3917232953
388	0.3915561262
389	0.3914381827
390	0.39120968
391	0.391112508
392	0.3909560161
393	0.3907176715
394	0.3905735326
395	0.3903829509
396	0.3902544858
397	0.3901502539
398	0.3898673185
399	0.3896675227
400	0.3895754115
401	0.3894026337
402	0.3892073916
403	0.3890539021
404	0.3888896175
405	0.3887394045
406	0.3886144281
407	0.3884868515
408	0.388295082
409	0.3882140181
410	0.388070955
411	0.3878144535
412	0.3876682347
413	0.3875551608
414	0.3872992616
415	0.3872363446
416	0.3871397848
417	0.3869867514
418	0.3868011754
419	0.3867284938
420	0.3865547637
421	0.3864580211
422	0.3863184924
423	0.3861488635
424	0.3860137733
425	0.3857707242
426	0.3856401507
427	0.3855223583
428	0.3853563113
429	0.3851505107
430	0.385016179
431	0.3849185667
432	0.3847607565
433	0.3845817782
434	0.3844775775
435	0.384386329
436	0.3842503421
437	0.3841287946
438	0.3840090194
439	0.3837884423
440	0.3835646094
441	0.3833569964
442	0.3832395559
443	0.3829966162
444	0.3828298607
445	0.3826904757
446	0.3824947635
447	0.3822737985
448	0.3821182376
449	0.3818924509
450	0.3818125952
451	0.3816502758
452	0.3815718764
453	0.3813983544
454	0.3811958591
455	0.3810170074
456	0.380855278
457	0.3807763861
458	0.3806250764
459	0.3803516747
460	0.3802316762
461	0.3801749525
462	0.3800503682
463	0.3799090718
464	0.3797865821
465	0.3796417252
466	0.3794956534
467	0.3793278587
468	0.3791652281
469	0.3790944283
470	0.3789169765
471	0.3788070021
472	0.3787344453
473	0.3785413803
474	0.378456659
475	0.3783136347
476	0.3782364221
477	0.3780357124
478	0.3778911009
479	0.3777570182
480	0.3775891816
481	0.3774634215
482	0.377330468
483	0.3771926615
484	0.3771030154
485	0.3769466498
486	0.37674818
487	0.3765924482
488	0.3764375839
489	0.3763310515
490	0.3762671076
491	0.3762052494
492	0.3761392152
493	0.3760261205
494	0.3759316987
495	0.3758212341
496	0.3756486004
497	0.3755188659
498	0.3753827388
499	0.3753169026
500	0.3751717534
501	0.3749791014
502	0.374883771
503	0.3746952958
504	0.3745841785
505	0.3744804069
506	0.3743567247
507	0.3741870376
508	0.3740692597
509	0.3738669387
510	0.3736765057
511	0.3735160567
512	0.3734004014
513	0.3732973521
514	0.373129846
515	0.3728574237
516	0.372659662
517	0.3725126915
518	0.3723583914
519	0.3722157982
520	0.37200575
521	0.3719319279
522	0.3718248463
523	0.3716185385
524	0.3714746798
525	0.371379054
526	0.3712419524
527	0.3711056055
528	0.3709045943
529	0.3708009966
530	0.3706777149
531	0.3705153064
532	0.3703971189
533	0.3702813224
534	0.3701039853
535	0.3699866941
536	0.3698326455
537	0.3697140936
538	0.3695811253
539	0.3694562877
540	0.3692976878
541	0.3691950549
542	0.3690542863
543	0.368919506
544	0.3686598488
545	0.3685328814
546	0.3684537218
547	0.3683731781
548	0.3682487183
549	0.3680808758
550	0.3679581288
551	0.3678131999
552	0.3676942692
553	0.3676313184
554	0.3675111375
555	0.3672468947
556	0.3670030017
557	0.3668557381
558	0.3667274053
559	0.3665625124
560	0.3663611455
561	0.3660971966
562	0.365949841
563	0.3658401263
564	0.3657142789
565	0.3656186869
566	0.3655023133
567	0.3653668964
568	0.3651207397
569	0.364917412
570	0.3647287315
571	0.3646068906
572	0.3644970153
573	0.3643502499
574	0.3642618469
575	0.364095729
576	0.3639140947
577	0.3638116473
578	0.3636817868
579	0.3634455467
580	0.3633136998
581	0.3631151097
582	0.3629971588
583	0.3629017316
584	0.3627236573
585	0.3626671528
586	0.3625816936
587	0.3625005862
588	0.3624301537
589	0.3623458448
590	0.3622456121
591	0.3621328377
592	0.3619619778
593	0.3617644314
594	0.3616458332
595	0.361475827
596	0.3613298846
597	0.3612317703
598	0.3610933243
599	0.360875725
600	0.3607783919
601	0.3606284524
602	0.3604917641
603	0.360375892
604	0.360318846
605	0.3601943074
606	0.3600085588
607	0.3598801547
608	0.3597323503
609	0.3595984143
610	0.3595319436
611	0.3593857582
612	0.3592760683
613	0.3591631888
614	0.3590093462
615	0.3589090079
616	0.3588087301
617	0.358688429
618	0.3585872599
619	0.358403623
620	0.3582790266
621	0.3581320349
622	0.3579714834
623	0.3577341022
624	0.3575975308
625	0.3574717849
626	0.3572955918
627	0.3571153103
628	0.3570383068
629	0.3568943577
630	0.356776699
631	0.3566038559
632	0.3564864658
633	0.3563750711
634	0.3562102629
635	0.3560047268
636	0.3557869449
637	0.355739131
638	0.3556786159
639	0.3555290355
640	0.3554026947
641	0.3552230397
642	0.3550358672
643	0.3549293824
644	0.3547058737
645	0.3545486556
646	0.3544493448
647	0.3542968328
648	0.3541510221
649	0.354005403
650	0.3539184133
651	0.3538620387
652	0.3537510167
653	0.3536227901
654	0.353502131
655	0.3533679379
656	0.353265759
657	0.3531436022
658	0.353019159
659	0.3528175351
660	0.3526508813
661	0.3525739494
662	0.3524541888
663	0.3523402476
664	0.3521551954
665	0.3520584944
666	0.3518207824
667	0.3516390664
668	0.3514269851
669	0.3512178033
670	0.3511069047
671	0.3510032914
672	0.350774997
673	0.3505658166
674	0.3504121762
675	0.3502882829
676	0.3502285979
677	0.3500206427
678	0.3499463416
679	0.3498347529
680	0.3496906207
681	0.3495730273
682	0.3494457067
683	0.3493091206
684	0.3491529964
685	0.3490337366
686	0.3489223278
687	0.348798824
688	0.3485777252
689	0.3484288612
690	0.3483473121
691	0.3482773656
692	0.3480982174
693	0.3479687996
694	0.3477799858
695	0.3476220148
696	0.3475504618
697	0.3474573704
698	0.347334354
699	0.3472115946
700	0.3471256215
701	0.3469812112
702	0.3468886923
703	0.3468103286
704	0.3467013589
705	0.3465178496
706	0.3463418076
707	0.3462724462
708	0.3461479142
709	0.3460783536
710	0.3459368669
711	0.3458204105
712	0.3456692396
713	0.3456041906
714	0.3454305509
715	0.34531648
716	0.3452429101
717	0.3451194561
718	0.3449908148
719	0.344837122
720	0.3447077645
721	0.3445273204
722	0.3443269923
723	0.344216574
724	0.3440521727
725	0.3438929206
726	0.3438299578
727	0.3437064316
728	0.3435389674
729	0.3434317698
730	0.3432719195
731	0.343212426
732	0.3431143764
733	0.3430027569
734	0.3427912766
735	0.3426995195
736	0.3425896951
737	0.342509179
738	0.3424333663
739	0.3423313052
740	0.3421516296
741	0.3419773718
742	0.3418632486
743	0.3417226417
744	0.3415885038
745	0.341475605
746	0.3413365941
747	0.3412514388
748	0.3411709789
749	0.3409974278
750	0.340833175
751	0.3407073949
752	0.340582216
753	0.3404231495
754	0.3402507752
755	0.3400809447
756	0.3399566239
757	0.3397432408
758	0.3396204091
759	0.339511005
760	0.339398415
761	0.3393088076
762	0.3391534538
763	0.3390241247
764	0.3388744158
765	0.3387191022
766	0.3385708475
767	0.3384412508
768	0.3383246865
769	0.3382267307
770	0.3381608917
771	0.3380404704
772	0.3378847254
773	0.3377735922
774	0.3376806536
775	0.3375842356
776	0.337470268
777	0.3373516322
778	0.3372354321
779	0.3370687946
780	0.3369638778
781	0.336876606
782	0.3368029471
783	0.3367032284
784	0.3365303106
785	0.3364313887
786	0.3363039023
787	0.3361466946
788	0.3360377824
789	0.3359328029
790	0.3357426309
791	0.3356134345
792	0.3354328326
793	0.3352943063
794	0.3352008225
795	0.335111613
796	0.3349841807
797	0.3349427785
798	0.3348295574
799	0.3346703806
800	0.3345057423
801	0.3343579115
802	0.3342032827
803	0.3340433247
804	0.3339512519
805	0.3337855202
806	0.3336434448
807	0.3334917307
808	0.3333923575
809	0.333264035
810	0.3331362134
811	0.3330127968
812	0.3328804978
813	0.3327760328
814	0.3326795247
815	0.3324993572
816	0.3324020822
817	0.3323028363
818	0.332206261
819	0.3320704287
820	0.3319073869
821	0.3318288942
822	0.331795893
823	0.3317012929
824	0.3316065784
825	0.3315010846
826	0.3313649651
827	0.3311730836
828	0.3310716399
829	0.330973924
830	0.3308230148
831	0.330674771
832	0.3305326626
833	0.3304135979
834	0.3303025105
835	0.330217454
836	0.3300833633
837	0.3298798093
838	0.3297052027
839	0.3295401902
840	0.3294131663
841	0.3292354097
842	0.3291426104
843	0.3290333598
844	0.3288838787
845	0.3287420626
846	0.328620079
847	0.3284666618
848	0.3283185802
849	0.3281929304
850	0.3280943643
851	0.3279891016
852	0.3278984846
853	0.3277235403
854	0.327614291
855	0.327543642
856	0.3273989072
857	0.3271955896
858	0.327067048
859	0.3269285197
860	0.3268312619
861	0.3267281747
862	0.3266326074
863	0.3265078535
864	0.3264026318
865	0.3262313372
866	0.3261371571
867	0.325992859
868	0.3258884291
869	0.3257560387
870	0.3256421802
871	0.3255603836
872	0.3254259416
873	0.3253022269
874	0.3252349749
875	0.3251176101
876	0.3249714819
877	0.3248415736
878	0.3247151627
879	0.3245906762
880	0.3244367401
881	0.324293415
882	0.3241403582
883	0.3239605654
884	0.3238398628
885	0.3237720135
886	0.323661784
887	0.3235647837
888	0.3234425355
889	0.3232904498
890	0.3231991776
891	0.3230834908
892	0.3230134464
893	0.3229093547
894	0.3228147138
895	0.322703837
896	0.3226091371
897	0.3224551957
898	0.3223034298
899	0.3221845946
900	0.322029933
901	0.3219210221
902	0.3217962369
903	0.321685778
904	0.3215834708
905	0.3214924942
906	0.3214084391
907	0.321279817
908	0.3211456236
909	0.3210547978
910	0.3209889903
911	0.3208795158
912	0.320751423
913	0.3206397369
914	0.3205328348
915	0.3204309189
916	0.3203169063
917	0.3201863229
918	0.3200760771
919	0.3199114089
920	0.3198000367
921	0.319696737
922	0.3195737995
923	0.3194242467
924	0.3192877523
925	0.3191756213
926	0.319028466
927	0.3189521164
928	0.3187950911
929	0.3186879065
930	0.3185434161
931	0.3184406473
932	0.3182867841
933	0.3181381891
934	0.3180679184
935	0.3179239811
936	0.3177745249
937	0.3176702648
938	0.3175724392
939	0.3173928686
940	0.3173332553
941	0.3172880633
942	0.3171790694
943	0.3170453404
944	0.3169434748
945	0.3167890831
946	0.3166884084
947	0.3165371648
948	0.3164486632
949	0.3163546525
950	0.3162848295
951	0.3161740683
952	0.3160667077
953	0.3159574673
954	0.3157806955
955	0.3156040654
956	0.3154496039
957	0.3153527225
958	0.3152595502
959	0.3151800019
960	0.3150772733
961	0.3150297188
962	0.3149331286
963	0.3148038413
964	0.3146865474
965	0.3145545511
966	0.3144277757
967	0.314245189
968	0.3140566163
969	0.3139599187
970	0.3138680343
971	0.3136828863
972	0.3135483967
973	0.3134077642
974	0.3132623693
975	0.313181179
976	0.3130296676
977	0.3129338119
978	0.3128231335
979	0.3127207136
980	0.3125407656
981	0.3124705307
982	0.3123528333
983	0.3122629358
984	0.3121501573
985	0.3120856344
986	0.3119335056
987	0.3118565202
988	0.3117390797
989	0.3116296167
990	0.3114838936
991	0.3113914437
992	0.3112045313
993	0.3111343584
994	0.3110691364
995	0.310983474
996	0.3108635031
997	0.3107717873
998	0.310669331
999	0.3104606034
